timestamp,active_users,request_count,error_count,error_rate,cpu_usage,memory_usage,response_time
2025-01-05 03:00:00,105,399,4,1.0,34.76,24.1,123.05
2025-01-05 04:00:00,117,371,5,1.35,34.7,24.2,123.81
2025-01-05 05:00:00,99,356,1,0.28,32.26,23.76,115.77
2025-01-05 06:00:00,105,396,3,0.76,34.54,24.08,121.5
2025-01-05 07:00:00,103,395,4,1.01,34.44,24.04,122.89
2025-01-05 08:00:00,106,442,2,0.45,36.36,24.33,121.23
2025-01-05 09:00:00,115,407,4,0.98,35.88,24.34,123.15
2025-01-05 10:00:00,134,522,2,0.38,41.8,25.29,123.97
2025-01-05 11:00:00,111,359,1,0.28,33.34,24.02,115.73
2025-01-05 12:00:00,115,405,2,0.49,35.6,24.32,119.5
2025-01-05 13:00:00,115,410,1,0.24,35.7,24.35,117.3
2025-01-05 14:00:00,106,362,2,0.55,33.16,23.93,117.68
2025-01-05 15:00:00,89,345,0,0.0,30.92,23.51,113.37
2025-01-05 16:00:00,106,428,4,0.93,36.0,24.26,123.83
2025-01-05 17:00:00,110,343,3,0.87,32.82,23.91,118.85
2025-01-05 18:00:00,114,434,6,1.38,37.08,24.45,128.77
2025-01-05 19:00:00,107,458,4,0.87,37.28,24.43,126.41
2025-01-05 20:00:00,117,450,0,0.0,37.36,24.59,116.66
2025-01-05 21:00:00,122,474,5,1.05,39.22,24.81,128.41
2025-01-05 22:00:00,113,443,6,1.35,37.36,24.48,129.04
2025-01-05 23:00:00,104,370,1,0.27,33.22,23.93,116.42
2025-01-06 00:00:00,130,485,6,1.24,40.4,25.03,130.1
2025-01-06 01:00:00,116,393,2,0.51,35.2,24.29,118.98
2025-01-06 02:00:00,114,372,2,0.54,34.2,24.14,118.37
2025-01-06 03:00:00,106,366,5,1.37,33.62,23.95,123.58
2025-01-06 04:00:00,96,385,1,0.26,33.18,23.85,117.48
2025-01-06 05:00:00,101,320,4,1.25,31.28,23.62,119.68
2025-01-06 06:00:00,94,337,3,0.89,31.3,23.56,118.82
2025-01-06 07:00:00,101,404,4,0.99,34.64,24.04,123.28
2025-01-06 08:00:00,99,358,4,1.12,32.64,23.77,121.57
2025-01-06 09:00:00,119,395,3,0.76,35.62,24.36,120.57
2025-01-06 10:00:00,119,424,5,1.18,36.98,24.5,126.47
2025-01-06 11:00:00,117,444,0,0.0,37.12,24.56,116.66
2025-01-06 12:00:00,133,517,2,0.39,41.52,25.25,124.34
2025-01-06 13:00:00,119,369,3,0.81,34.58,24.22,119.57
2025-01-06 14:00:00,116,429,4,0.93,36.84,24.46,124.43
2025-01-06 15:00:00,109,425,4,0.94,36.12,24.3,124.82
2025-01-06 16:00:00,106,415,1,0.24,35.18,24.2,118.13
2025-01-06 17:00:00,99,372,0,0.0,32.8,23.84,114.62
2025-01-06 18:00:00,101,372,4,1.08,33.36,23.88,122.13
2025-01-06 19:00:00,88,317,2,0.63,29.92,23.35,116.24
2025-01-06 20:00:00,103,419,4,0.95,35.4,24.15,124.19
2025-01-06 21:00:00,96,368,2,0.54,32.6,23.76,118.33
2025-01-06 22:00:00,102,353,0,0.0,32.28,23.8,112.96
2025-01-06 23:00:00,101,331,2,0.6,31.52,23.68,116.48
2025-01-07 00:00:00,106,367,1,0.27,33.26,23.96,115.78
2025-01-07 01:00:00,126,394,3,0.76,36.14,24.49,120.18
2025-01-07 02:00:00,119,464,6,1.29,38.68,24.7,130.37
2025-01-07 03:00:00,120,543,0,0.0,41.32,25.11,121.95
2025-01-07 04:00:00,95,387,0,0.0,33.08,23.83,115.4
2025-01-07 05:00:00,87,317,3,0.95,29.94,23.32,118.56
2025-01-07 06:00:00,105,428,1,0.23,35.62,24.24,118.5
2025-01-07 07:00:00,95,382,2,0.52,33.08,23.81,119.2
2025-01-07 08:00:00,103,385,5,1.3,34.14,23.98,124.34
2025-01-07 09:00:00,104,412,5,1.21,35.3,24.14,126.02
2025-01-07 10:00:00,99,347,1,0.29,31.9,23.71,115.22
2025-01-07 11:00:00,108,387,1,0.26,34.22,24.09,116.54
2025-01-07 12:00:00,99,359,4,1.11,32.68,23.77,121.87
2025-01-07 13:00:00,101,377,4,1.06,33.56,23.91,122.18
2025-01-07 14:00:00,110,371,5,1.35,34.14,24.05,123.85
2025-01-07 15:00:00,117,454,1,0.22,37.62,24.61,119.46
2025-01-07 16:00:00,110,416,3,0.72,35.74,24.28,122.1
2025-01-07 17:00:00,113,385,4,1.04,34.84,24.19,122.74
2025-01-07 18:00:00,104,339,4,1.18,32.28,23.77,120.77
2025-01-07 19:00:00,90,314,3,0.96,30.06,23.37,117.45
2025-01-07 20:00:00,94,369,1,0.27,32.38,23.72,116.12
2025-01-07 21:00:00,87,356,3,0.84,31.5,23.52,119.71
2025-01-07 22:00:00,102,372,4,1.08,33.44,23.9,121.76
2025-01-07 23:00:00,122,418,1,0.24,36.58,24.53,117.56
2025-01-08 00:00:00,130,457,2,0.44,38.88,24.89,120.85
2025-01-08 01:00:00,140,538,6,1.12,43.32,25.49,133.05
2025-01-08 02:00:00,128,461,5,1.08,39.18,24.86,128.19
2025-01-08 03:00:00,128,410,4,0.98,37.04,24.61,123.39
2025-01-08 04:00:00,114,412,0,0.0,35.6,24.34,115.52
2025-01-08 05:00:00,120,410,1,0.24,36.1,24.45,117.55
2025-01-08 06:00:00,117,399,2,0.5,35.52,24.34,119.11
2025-01-08 07:00:00,117,459,2,0.44,37.92,24.63,122.11
2025-01-08 08:00:00,116,442,6,1.36,37.56,24.53,129.33
2025-01-08 09:00:00,117,427,4,0.94,36.84,24.48,123.51
2025-01-08 10:00:00,111,436,5,1.15,36.82,24.4,127.03
2025-01-08 11:00:00,128,452,4,0.88,38.72,24.82,124.94
2025-01-08 12:00:00,133,521,0,0.0,41.48,25.27,120.19
2025-01-08 13:00:00,116,454,1,0.22,37.54,24.59,120.43
2025-01-08 14:00:00,101,395,2,0.51,34.08,24.0,119.48
2025-01-08 15:00:00,83,365,0,0.0,31.24,23.48,114.29
2025-01-08 16:00:00,112,436,2,0.46,36.6,24.42,120.71
2025-01-08 17:00:00,110,416,4,0.96,35.84,24.28,123.8
2025-01-08 18:00:00,107,370,1,0.27,33.46,23.99,116.16
2025-01-08 19:00:00,106,360,2,0.56,33.08,23.92,117.63
2025-01-08 20:00:00,104,437,5,1.14,36.3,24.26,127.12
2025-01-08 21:00:00,120,442,3,0.68,37.58,24.61,123.0
2025-01-08 22:00:00,124,470,4,0.85,39.12,24.83,125.67
2025-01-08 23:00:00,135,500,5,1.0,41.3,25.2,129.4
2025-01-09 00:00:00,137,495,3,0.61,41.06,25.22,125.11
2025-01-09 01:00:00,133,460,0,0.0,39.04,24.96,117.64
2025-01-09 02:00:00,100,367,4,1.09,33.08,23.84,122.65
2025-01-09 03:00:00,89,276,0,0.0,28.16,23.16,110.02
2025-01-09 04:00:00,99,396,1,0.25,33.86,23.96,116.72
2025-01-09 05:00:00,109,393,0,0.0,34.44,24.14,115.27
2025-01-09 06:00:00,111,419,5,1.19,36.14,24.31,126.58
2025-01-09 07:00:00,105,398,5,1.26,34.82,24.09,125.15
2025-01-09 08:00:00,94,356,4,1.12,32.16,23.66,121.97
2025-01-09 09:00:00,109,360,1,0.28,33.22,23.98,114.82
2025-01-09 10:00:00,111,440,3,0.68,36.78,24.42,123.23
2025-01-09 11:00:00,124,483,1,0.21,39.34,24.89,120.62
2025-01-09 12:00:00,119,428,6,1.4,37.24,24.52,128.42
2025-01-09 13:00:00,114,417,1,0.24,35.9,24.37,118.12
2025-01-09 14:00:00,110,384,2,0.52,34.36,24.12,118.35
2025-01-09 15:00:00,114,398,4,1.01,35.44,24.27,122.62
2025-01-09 16:00:00,117,467,3,0.64,38.34,24.68,124.66
2025-01-09 17:00:00,114,414,4,0.97,36.08,24.35,123.77
2025-01-09 18:00:00,117,444,3,0.68,37.42,24.56,123.31
2025-01-09 19:00:00,113,401,1,0.25,35.18,24.27,117.09
2025-01-09 20:00:00,109,377,4,1.06,34.2,24.07,122.42
2025-01-09 21:00:00,109,385,4,1.04,34.52,24.11,122.52
2025-01-09 22:00:00,110,418,1,0.24,35.62,24.29,118.15
2025-01-09 23:00:00,99,339,2,0.59,31.68,23.68,117.02
2025-01-10 00:00:00,105,397,4,1.01,34.68,24.09,123.15
2025-01-10 01:00:00,111,397,2,0.5,34.96,24.2,119.28
2025-01-10 02:00:00,115,465,5,1.08,38.3,24.62,128.5
2025-01-10 03:00:00,116,422,4,0.95,36.56,24.43,123.88
2025-01-10 04:00:00,102,391,2,0.51,34.0,23.99,119.21
2025-01-10 05:00:00,103,411,3,0.73,34.98,24.11,121.44
2025-01-10 06:00:00,116,456,0,0.0,37.52,24.6,118.03
2025-01-10 07:00:00,121,529,6,1.13,41.44,25.07,132.68
2025-01-10 08:00:00,123,491,1,0.2,39.58,24.91,121.59
2025-01-10 09:00:00,120,434,2,0.46,37.16,24.57,120.45
2025-01-10 10:00:00,122,437,6,1.37,37.84,24.62,128.76
2025-01-10 11:00:00,110,411,3,0.73,35.54,24.25,122.1
2025-01-10 12:00:00,111,502,5,1.0,39.46,24.73,129.83
2025-01-10 13:00:00,121,464,6,1.29,38.84,24.74,129.88
2025-01-10 14:00:00,115,471,2,0.42,38.24,24.66,122.75
2025-01-10 15:00:00,126,459,0,0.0,38.44,24.81,117.78
2025-01-10 16:00:00,127,493,5,1.01,40.38,25.0,129.11
2025-01-10 17:00:00,132,523,0,0.0,41.48,25.26,120.21
2025-01-10 18:00:00,130,474,4,0.84,39.76,24.97,126.3
2025-01-10 19:00:00,114,410,3,0.73,35.82,24.33,122.27
2025-01-10 20:00:00,112,486,6,1.23,39.0,24.67,130.86
2025-01-10 21:00:00,122,466,5,1.07,38.9,24.77,127.86
2025-01-10 22:00:00,118,494,2,0.4,39.4,24.83,123.89
2025-01-10 23:00:00,111,419,3,0.72,35.94,24.31,122.23
2025-01-11 00:00:00,106,403,5,1.24,35.1,24.14,125.53
2025-01-11 01:00:00,118,407,0,0.0,35.72,24.39,115.04
2025-01-11 02:00:00,132,533,5,0.94,42.38,25.3,130.71
2025-01-11 03:00:00,115,470,4,0.85,38.4,24.65,126.05
2025-01-11 04:00:00,114,461,3,0.65,37.86,24.59,124.52
2025-01-11 05:00:00,112,471,2,0.42,38.0,24.6,122.11
2025-01-11 06:00:00,104,399,5,1.25,34.78,24.07,125.52
2025-01-11 07:00:00,122,490,3,0.61,39.66,24.89,124.71
2025-01-11 08:00:00,113,411,3,0.73,35.78,24.32,121.94
2025-01-11 09:00:00,105,394,2,0.51,34.36,24.07,118.85
2025-01-11 10:00:00,105,394,5,1.27,34.66,24.07,125.0
2025-01-11 11:00:00,109,432,3,0.69,36.3,24.34,122.72
2025-01-11 12:00:00,106,376,1,0.27,33.62,24.0,115.88
2025-01-11 13:00:00,110,388,0,0.0,34.32,24.14,114.6
2025-01-11 14:00:00,102,384,4,1.04,33.92,23.96,123.11
2025-01-11 15:00:00,108,343,5,1.46,32.86,23.88,122.14
2025-01-11 16:00:00,113,367,4,1.09,34.12,24.1,121.34
2025-01-11 17:00:00,135,506,7,1.38,41.74,25.23,133.65
2025-01-11 18:00:00,138,536,6,1.12,43.08,25.44,133.29
2025-01-11 19:00:00,110,405,5,1.23,35.5,24.22,125.55
2025-01-11 20:00:00,107,384,1,0.26,34.02,24.06,116.21
2025-01-11 21:00:00,113,391,3,0.77,34.98,24.22,121.14
2025-01-11 22:00:00,129,503,1,0.2,40.54,25.09,121.57
2025-01-11 23:00:00,115,394,1,0.25,35.06,24.27,116.6
2025-01-12 00:00:00,115,433,1,0.23,36.62,24.46,118.95
2025-01-12 01:00:00,113,431,2,0.46,36.48,24.42,120.84
2025-01-12 02:00:00,111,417,3,0.72,35.86,24.3,121.98
2025-01-12 03:00:00,109,449,4,0.89,37.08,24.43,125.67
2025-01-12 04:00:00,118,398,2,0.5,35.56,24.35,118.94
2025-01-12 05:00:00,128,484,5,1.03,40.1,24.98,128.19
2025-01-12 06:00:00,127,507,1,0.2,40.54,25.07,122.01
2025-01-12 07:00:00,114,400,1,0.25,35.22,24.28,117.22
2025-01-12 08:00:00,117,424,4,0.94,36.72,24.46,124.86
2025-01-12 09:00:00,113,389,5,1.29,35.1,24.21,124.44
2025-01-12 10:00:00,118,430,5,1.16,37.14,24.51,126.44
2025-01-12 11:00:00,117,400,1,0.25,35.46,24.34,117.21
2025-01-12 12:00:00,108,392,5,1.28,34.82,24.12,124.89
2025-01-12 13:00:00,97,360,2,0.56,32.36,23.74,117.76
2025-01-12 14:00:00,99,383,3,0.78,33.54,23.89,120.32
2025-01-12 15:00:00,111,477,5,1.05,38.46,24.61,129.08
2025-01-12 16:00:00,112,473,2,0.42,38.08,24.61,122.86
2025-01-12 17:00:00,111,392,4,1.02,34.96,24.18,123.38
2025-01-12 18:00:00,104,387,0,0.0,33.8,24.01,114.57
2025-01-12 19:00:00,113,494,5,1.01,39.3,24.73,129.49
2025-01-12 20:00:00,107,372,0,0.0,33.44,24.0,114.56
2025-01-12 21:00:00,92,381,2,0.52,32.8,23.75,118.91
2025-01-12 22:00:00,110,459,6,1.31,37.76,24.49,129.9
2025-01-12 23:00:00,113,421,3,0.71,36.18,24.37,122.44
2025-01-13 00:00:00,115,399,0,0.0,35.16,24.3,114.9
2025-01-13 01:00:00,114,446,0,0.0,36.96,24.51,117.07
2025-01-13 02:00:00,119,446,5,1.12,37.86,24.61,127.12
2025-01-13 03:00:00,134,522,3,0.57,41.9,25.29,126.17
2025-01-13 04:00:00,117,522,5,0.96,40.74,24.95,130.86
2025-01-13 05:00:00,121,462,4,0.87,38.56,24.73,126.28
2025-01-13 06:00:00,117,419,5,1.19,36.62,24.43,125.96
2025-01-13 07:00:00,109,451,4,0.89,37.16,24.43,125.92
2025-01-13 08:00:00,121,439,3,0.68,37.54,24.62,122.58
2025-01-13 09:00:00,112,390,2,0.51,34.76,24.19,118.81
2025-01-13 10:00:00,131,439,5,1.14,38.54,24.82,126.38
2025-01-13 11:00:00,132,470,1,0.21,39.46,24.99,119.86
2025-01-13 12:00:00,119,419,5,1.19,36.78,24.47,125.97
2025-01-13 13:00:00,129,440,4,0.91,38.32,24.78,124.47
2025-01-13 14:00:00,128,431,5,1.16,37.98,24.71,126.29
2025-01-13 15:00:00,119,453,4,0.88,38.04,24.64,125.62
2025-01-13 16:00:00,113,369,5,1.36,34.3,24.11,123.79
2025-01-13 17:00:00,117,453,1,0.22,37.58,24.61,119.31
2025-01-13 18:00:00,116,437,4,0.92,37.16,24.5,124.68
2025-01-13 19:00:00,123,486,4,0.82,39.68,24.89,127.04
2025-01-13 20:00:00,100,345,3,0.87,32.1,23.73,119.55
2025-01-13 21:00:00,113,414,6,1.45,36.2,24.33,127.24
2025-01-13 22:00:00,108,383,5,1.31,34.46,24.07,124.74
2025-01-13 23:00:00,120,448,4,0.89,37.92,24.64,125.1
2025-01-14 00:00:00,113,435,4,0.92,36.84,24.44,124.89
2025-01-14 01:00:00,123,564,4,0.71,42.8,25.28,130.99
2025-01-14 02:00:00,121,406,5,1.23,36.42,24.45,125.68
2025-01-14 03:00:00,109,383,4,1.04,34.44,24.09,122.27
2025-01-14 04:00:00,105,438,6,1.37,36.52,24.29,129.15
2025-01-14 05:00:00,118,464,4,0.86,38.4,24.68,125.99
2025-01-14 06:00:00,113,430,3,0.7,36.54,24.41,122.49
2025-01-14 07:00:00,126,453,5,1.1,38.7,24.79,127.23
2025-01-14 08:00:00,120,418,6,1.44,36.92,24.49,127.75
2025-01-14 09:00:00,123,446,1,0.22,37.78,24.69,118.74
2025-01-14 10:00:00,124,438,5,1.14,37.94,24.67,126.72
2025-01-14 11:00:00,117,442,0,0.0,37.04,24.55,117.21
2025-01-14 12:00:00,108,386,3,0.78,34.38,24.09,120.64
2025-01-14 13:00:00,104,375,2,0.53,33.52,23.95,117.97
2025-01-14 14:00:00,123,503,5,0.99,40.46,24.98,129.69
2025-01-14 15:00:00,112,422,4,0.95,36.24,24.35,124.71
2025-01-14 16:00:00,125,441,5,1.13,38.14,24.7,126.6
2025-01-14 17:00:00,129,523,4,0.76,41.64,25.2,128.12
2025-01-14 18:00:00,133,477,2,0.42,39.92,25.05,122.29
2025-01-14 19:00:00,131,457,6,1.31,39.36,24.91,129.78
2025-01-14 20:00:00,119,441,5,1.13,37.66,24.59,127.07
2025-01-14 21:00:00,108,423,2,0.47,35.76,24.27,120.94
2025-01-14 22:00:00,110,450,6,1.33,37.4,24.45,130.05
2025-01-14 23:00:00,109,414,3,0.72,35.58,24.25,121.92
2025-01-15 00:00:00,113,371,4,1.08,34.28,24.12,121.64
2025-01-15 01:00:00,110,427,1,0.23,35.98,24.34,118.85
2025-01-15 02:00:00,126,412,0,0.0,36.56,24.58,115.13
2025-01-15 03:00:00,121,438,6,1.37,37.8,24.61,128.38
2025-01-15 04:00:00,128,438,0,0.0,37.76,24.75,116.34
2025-01-15 05:00:00,131,446,3,0.67,38.62,24.85,122.48
2025-01-15 06:00:00,129,479,3,0.63,39.78,24.97,124.87
2025-01-15 07:00:00,132,474,4,0.84,39.92,25.01,126.46
2025-01-15 08:00:00,118,433,3,0.69,37.06,24.52,122.64
2025-01-15 09:00:00,117,477,4,0.84,38.84,24.73,126.51
2025-01-15 10:00:00,130,488,7,1.43,40.62,25.04,132.1
2025-01-15 11:00:00,133,457,2,0.44,39.12,24.95,120.89
2025-01-15 12:00:00,143,533,6,1.13,43.36,25.52,132.69
2025-01-15 13:00:00,130,498,1,0.2,40.42,25.09,120.45
2025-01-15 14:00:00,130,426,1,0.23,37.54,24.73,118.4
2025-01-15 15:00:00,126,490,4,0.82,40.08,24.97,127.18
2025-01-15 16:00:00,109,466,5,1.07,37.86,24.51,128.57
2025-01-15 17:00:00,121,447,5,1.12,38.06,24.66,126.88
2025-01-15 18:00:00,120,443,4,0.9,37.72,24.61,124.9
2025-01-15 19:00:00,114,410,4,0.98,35.92,24.33,124.12
2025-01-15 20:00:00,129,496,7,1.41,40.86,25.06,133.02
2025-01-15 21:00:00,124,533,1,0.19,41.34,25.14,122.87
2025-01-15 22:00:00,128,492,3,0.61,40.22,25.02,124.99
2025-01-15 23:00:00,126,448,5,1.12,38.5,24.76,127.03
2025-01-16 00:00:00,122,443,1,0.23,37.58,24.66,118.51
2025-01-16 01:00:00,116,424,3,0.71,36.54,24.44,122.38
2025-01-16 02:00:00,123,476,4,0.84,39.28,24.84,126.39
2025-01-16 03:00:00,120,419,3,0.72,36.66,24.49,122.2
2025-01-16 04:00:00,114,446,2,0.45,37.16,24.51,120.97
2025-01-16 05:00:00,102,403,4,0.99,34.68,24.05,123.86
2025-01-16 06:00:00,100,399,4,1.0,34.36,24.0,123.65
2025-01-16 07:00:00,109,429,2,0.47,36.08,24.32,120.32
2025-01-16 08:00:00,116,398,3,0.75,35.5,24.31,120.73
2025-01-16 09:00:00,116,423,0,0.0,36.2,24.44,115.83
2025-01-16 10:00:00,123,468,0,0.0,38.56,24.8,118.14
2025-01-16 11:00:00,130,493,7,1.42,40.82,25.07,133.15
2025-01-16 12:00:00,129,509,2,0.39,40.88,25.12,123.77
2025-01-16 13:00:00,124,438,3,0.68,37.74,24.67,122.97
2025-01-16 14:00:00,133,481,4,0.83,40.28,25.07,126.49
2025-01-16 15:00:00,141,556,7,1.26,44.22,25.6,135.33
2025-01-16 16:00:00,132,476,1,0.21,39.7,25.02,120.61
2025-01-16 17:00:00,134,490,2,0.41,40.52,25.13,123.32
2025-01-16 18:00:00,117,509,6,1.18,40.32,24.88,132.31
2025-01-16 19:00:00,112,463,3,0.65,37.78,24.56,124.41
2025-01-16 20:00:00,110,422,4,0.95,36.08,24.31,124.0
2025-01-16 21:00:00,129,522,3,0.57,41.5,25.19,126.52
2025-01-16 22:00:00,135,485,2,0.41,40.4,25.12,122.25
2025-01-16 23:00:00,126,452,2,0.44,38.36,24.78,121.88
2025-01-17 00:00:00,119,373,2,0.54,34.64,24.24,117.17
2025-01-17 01:00:00,126,445,1,0.22,37.98,24.75,118.78
2025-01-17 02:00:00,117,477,2,0.42,38.64,24.73,123.01
2025-01-17 03:00:00,121,448,1,0.22,37.7,24.66,118.73
2025-01-17 04:00:00,120,407,1,0.25,35.98,24.43,116.9
2025-01-17 05:00:00,116,481,6,1.25,39.12,24.73,131.08
2025-01-17 06:00:00,133,516,3,0.58,41.58,25.24,125.99
2025-01-17 07:00:00,132,527,4,0.76,42.04,25.28,128.41
2025-01-17 08:00:00,135,532,2,0.38,42.28,25.36,124.6
2025-01-17 09:00:00,144,538,1,0.19,43.14,25.57,122.87
2025-01-17 10:00:00,123,514,4,0.78,40.8,25.03,128.54
2025-01-17 11:00:00,127,494,1,0.2,40.02,25.01,120.71
2025-01-17 12:00:00,124,450,4,0.89,38.32,24.73,125.47
